日期	標題	編號	檔案位置
2016-10-15 22:00:00	追楓~Williams College	9319186	diary/9319186.html
2016-10-12 05:25:00	saratoga national historical park &Bowman orchard	9312625	diary/9312625.html
2016-10-09 20:54:00	參加Isaiah的3歲生日趴	9309721	diary/9309721.html
2016-10-08 20:03:00	Gore Mountain Harvest Fest	9308662	diary/9308662.html
2016-10-07 19:59:00	Bullying Prevention Week	9308658	diary/9308658.html
2016-10-01 21:20:00	Pass It On & Homedepot木工&Linsey's orchard摘蘋果&CAPUTO'S	9300110	diary/9300110.html
2016-09-29 21:18:00	秋景~Zim Smith Bike Trail	9295751	diary/9295751.html
2016-09-24 01:37:00	Six Flags(11) &Adirondack Balloon Festival2016	9290559	diary/9290559.html
2016-09-18 01:03:00	Sleeping Beauty Mountain & Six Flags(10)	9281741	diary/9281741.html
2016-09-11 00:59:00	開學後的生活調整&Malta Community Day	9281739	diary/9281739.html
2016-09-07 21:42:00	2016恩樂健檢打預防針&一年級開學日	9268650	diary/9268650.html
2016-09-04 21:38:00	Whiteface Mt.	9268647	diary/9268647.html
2016-09-03 21:33:00	Six Flags(8)(9)	9268639	diary/9268639.html
2016-09-01 02:56:00	2016 walk through	9260574	diary/9260574.html
2016-08-27 08:31:00	Six Flags(7) & Lake George野餐	9254094	diary/9254094.html
2016-08-24 22:44:00	2016回台灣慶生快樂行	9251165	diary/9251165.html
2016-08-07 01:20:00	5Y11M寫真	9226823	diary/9226823.html
2016-08-06 19:57:58	Six Flags(6) & 5Y11M生活隨記	9225418	diary/9225418.html
2016-08-04 19:55:00	2016 Summer ENL program	9225416	diary/9225416.html
2016-07-30 20:07:00	Six Flags(5) New England	9216870	diary/9216870.html
2016-07-29 19:50:00	小花圃&看牙醫	9216858	diary/9216858.html
2016-07-26 20:45:00	2個歡送會	9208580	diary/9208580.html
2016-07-23 20:52:00	2016 Summer MA之旅	9208584	diary/9208584.html
2016-07-20 22:19:00	5Y10M運動運動(2)	9204483	diary/9204483.html
2016-07-16 18:44:00	Chip Festival & Congress Park	9198383	diary/9198383.html
2016-07-08 02:16:00	5Y10M運動運動(1)	9181464	diary/9181464.html
2016-07-05 21:29:00	2016 July 4th~歡送Elly&Yuyun來訪	9183951	diary/9183951.html
2016-06-30 02:34:00	2016放暑假	9181479	diary/9181479.html
2016-06-25 02:49:00	six flags & CMOST	9181496	diary/9181496.html
2016-06-19 21:02:00	染T恤&希望可以長高一點	9172039	diary/9172039.html
2016-06-18 20:59:00	在Moreau Lake 曬大太陽	9172038	diary/9172038.html
2016-06-17 20:57:00	Saratoga Balloon&Craft Festival	9172037	diary/9172037.html
2016-06-12 22:05:00	端午節肉粽 & Six Flags & zerbini family circus	9164902	diary/9164902.html
2016-06-11 01:47:50	食譜memo:波羅麵包&肉粽&鳳梨酥&戚風蛋糕&油飯	9162779	diary/9162779.html
2016-06-08 22:01:00	恩樂學騎兩輪車	9164901	diary/9164901.html
2016-06-05 21:44:00	5Y9M恩樂的玩伴	9159706	diary/9159706.html
2016-05-29 23:39:00	2016加拿大Montreal之旅	9154408	diary/9154408.html
2016-05-22 20:55:00	綠葉扶疏	9147968	diary/9147968.html
2016-05-20 08:18:00	storybook celebration	9058374	diary/9058374.html
2016-05-15 23:17:00	回台兩個月	9140058	diary/9140058.html
2016-03-11 01:10:00	Spring is coming	9069179	diary/9069179.html
2016-03-05 06:16:00	Home depot kids workshop & Ethan3歲慶生會 &結婚10周年紀念照	9061729	diary/9061729.html
2016-03-03 23:05:42	5Y6M恩樂的學習&creative corks畫圖體驗	9059545	diary/9059545.html
2016-03-03 23:04:37	食譜memo:番茄牛肉麵&蔥麵包&蘿蔔糕	9059544	diary/9059544.html
2016-02-27 10:41:00	路考通過&超好玩的Tubby Tubes	9056129	diary/9056129.html
2016-02-25 21:41:00	食譜memo:戚風蛋糕&Pizza&焗烤麵&蔥油餅	9050411	diary/9050411.html
2016-02-20 21:49:00	恩樂的winter recess(2016)&媽媽小組	9050412	diary/9050412.html
2016-02-13 01:05:00	啟動另一個生活模式	9044009	diary/9044009.html
2016-02-11 00:40:00	2016快樂寒假~溫馨親友相聚&吃不完的好滋味	9043983	diary/9043983.html
2016-01-18 07:09:56	2016準備回家過年了......	9021080	diary/9021080.html
2016-01-12 08:49:00	5Y4M生活隨記	9014731	diary/9014731.html
2015-12-31 23:31:00	滑雪板初體驗&跨年聚會	9009337	diary/9009337.html
2015-12-31 10:54:40	2015的恩典	9008683	diary/9008683.html
2015-12-29 19:24:00	第一場積雪	9008599	diary/9008599.html
2015-12-26 20:35:00	2015聖誕節(禮物&聚會)	9006716	diary/9006716.html
2015-12-24 20:29:00	2015聖誕節(Vermont之旅)	9006710	diary/9006710.html
2015-12-20 22:03:00	The wonder room&Northway church	9002329	diary/9002329.html
2015-12-16 22:55:00	5Y3M恩樂的學習&英文課的Holiday POT LUCK Party&美國家庭醫生	9001227	diary/9001227.html
2015-12-12 11:39:00	Christmas Is In the Air~Empire State Aerosciences Museum	8999613	diary/8999613.html
2015-12-11 00:44:00	Chango聖誕活動 & 5th Annual Santa's Playland &冬季野餐	8992565	diary/8992565.html
2015-12-06 12:46:00	食譜memo:戚風蛋糕&杏仁瓦片酥	8996655	diary/8996655.html
2015-12-06 23:08:00	Santa Claus is coming to Town	8986095	diary/8986095.html
2015-12-05 12:43:00	Homedepot kids-workshops(2)&生活隨記	8996654	diary/8996654.html
2015-12-05 00:48:00	Ballston Spa Holiday Parade and Tree Lighting&Christmas Tree Farm	8986434	diary/8986434.html
2015-12-01 00:24:00	跨出去....	8995058	diary/8995058.html
2015-11-27 20:53:00	參加Chloe的夢幻小女孩杯子蛋糕生日派對	8994002	diary/8994002.html
2015-11-26 19:41:00	2015感恩節(到Corly.PJ.EVA家)	8993798	diary/8993798.html
2015-11-22 22:55:00	布置聖誕樹&Wii	8992545	diary/8992545.html
2015-11-22 22:27:00	食譜memo:炸醬麵&餛飩湯&牛肉咖哩焗烤飯&肉鬆蔥麵包&美味的蛋糕	8990078	diary/8990078.html
2015-11-15 22:30:00	很多聚會的周末~媽媽小組.麗麗姐家.受洗慶祝	8990079	diary/8990079.html
2015-11-13 08:07:00	misci sience festival	8989321	diary/8989321.html
2015-11-12 20:37:00	恩樂學校的親師座談會	8989206	diary/8989206.html
2015-11-11 20:34:00	食譜memo:奶油蛋糕&榨菜炒肉絲豆干&海鮮焗烤飯&牛小排	8989205	diary/8989205.html
2015-11-11 01:11:00	Puppet People present Wizard of Oz&愛摺紙的樂樂	8986437	diary/8986437.html
2015-11-07 22:53:00	Homedepot kids-workshops&The Polar Express& Briley's Birthday	8986091	diary/8986091.html
2015-11-06 21:21:00	恩典車&Peebles Island State Park	8987312	diary/8987312.html
2015-11-02 03:13:00	食譜memo:滷豆干滷蛋&燜筍&巧克力雙色饅頭&滷排骨	8985758	diary/8985758.html
2015-10-31 11:15:00	Clifton Common & Saratoga DBA Fall Festival&日光節約時間	8982583	diary/8982583.html
2015-10-30 23:44:24	流感疫苗注射&萬聖節學校裝扮&畫卡片&收到CD	8984824	diary/8984824.html
2015-10-29 00:46:54	食譜memo:油飯&白蘿蔔雞湯&黑糖鮮奶饅頭&香蔥絞肉蒸蛋&奶油萵苣&豆干肉絲	8984188	diary/8984188.html
2015-10-25 11:55:00	參加杭的11歲生日派對	8981309	diary/8981309.html
2015-10-24 03:18:00	教會媽媽小組&到Ellms Family Farm	8979915	diary/8979915.html
2015-10-23 22:53:00	5Y1M雜記	8980641	diary/8980641.html
2015-10-20 00:27:00	食譜memo牛肉麵&滷豆干滷蛋&肉鬆麵包&皮蛋瘦肉粥&炒麵	8979555	diary/8979555.html
2015-10-18 22:04:00	迎接酷寒前夕~~~	8979188	diary/8979188.html
2015-10-14 04:44:56	食譜memo:油飯&紅燒獅子頭.豆腐&珍奶	8977231	diary/8977231.html
2015-10-11 20:30:00	好吃的台灣麵館&到Jimmy家聚會	8976731	diary/8976731.html
2015-10-10 18:53:00	美麗的楓景~Long Lake&Wild Walk	8976238	diary/8976238.html
2015-10-07 23:15:01	5Y1M~要學習的東西真多	8975155	diary/8975155.html
2015-10-02 22:56:00	海運來了~~~	8974312	diary/8974312.html
2015-10-01 11:19:00	Lake Placid賞楓	8970218	diary/8970218.html
2015-09-30 07:13:00	完成感動的蔥花麵包&滷肉飯	8972764	diary/8972764.html
2015-09-27 11:17:00	2015中秋節	8971847	diary/8971847.html
2015-09-23 09:46:00	到EVA家做芋頭酥和鳳梨酥	8970830	diary/8970830.html
2015-09-20 10:58:00	早晨的Lake George．到J&E家烹飪課(滷肉飯.戚風蛋糕.波霸珍珠)	8968739	diary/8968739.html
2015-09-18 10:53:00	我的３６歲生日	8968733	diary/8968733.html
2015-09-17 23:07:00	搬到河邊小屋的前幾天	8967801	diary/8967801.html
2015-09-13 00:39:00	趕在程貿出差前安頓好	8966198	diary/8966198.html
2015-09-11 00:36:00	到第4天還開心上學	8966194	diary/8966194.html
2015-09-08 11:17:00	恩樂在美國上幼兒園的第一天	8964962	diary/8964962.html
2015-09-07 11:04:00	Labor Day採購	8964952	diary/8964952.html
2015-09-06 17:04:00	水電工初級班	8964350	diary/8964350.html
2015-09-04 16:36:00	恩樂的健檢	8964343	diary/8964343.html
2015-09-02 01:43:00	school walk through	8962843	diary/8962843.html
2015-09-01 01:39:00	Clifton Park-Halfmoon Public Library&給老美理頭髮	8962841	diary/8962841.html
2015-08-30 19:01:00	視訊慶生&Brook家&和T&B購物	8961978	diary/8961978.html
2015-08-28 19:44:00	英文課程	8957239	diary/8957239.html
2015-08-26 18:43:00	學校註冊&全職媽媽模式	8956915	diary/8956915.html
2015-08-24 11:59:00	恩樂5歲了	8955464	diary/8955464.html
2015-08-23 18:41:00	華人教會&不停的游泳	8955166	diary/8955166.html
2015-08-22 05:46:00	Samascott Orchards摘藍莓草莓	8954623	diary/8954623.html
2015-08-21 18:18:00	中式便當	8954503	diary/8954503.html
2015-08-19 08:44:00	調時差&駕照筆試&租房子	8952889	diary/8952889.html
2015-08-17 18:06:00	到達的前兩天	8952414	diary/8952414.html
2015-08-15 18:05:00	很漫長的飛行	8952413	diary/8952413.html
2015-08-13 18:02:00	暫別	8952412	diary/8952412.html
2015-08-12 21:29:36	2015父親節&恩樂的提前慶生	8950088	diary/8950088.html
2015-08-07 00:50:15	100箱&恩樂安信	8948217	diary/8948217.html
2015-07-31 23:42:15	二姊安安來訪&小組聚會	8946323	diary/8946323.html
2015-07-28 00:57:00	preview trip(1)	8945184	diary/8945184.html
2015-07-28 01:06:00	preview trip(2)	8945185	diary/8945185.html
2015-07-17 00:12:00	2015暑假前1/3	8937964	diary/8937964.html
2015-07-13 23:43:51	4個小寶貝	8939689	diary/8939689.html
2015-07-08 23:51:30	恩樂的小客人	8937963	diary/8937963.html
2015-07-05 23:38:56	珍惜每一次的相處	8936876	diary/8936876.html
2015-07-05 23:25:46	恩樂的幼兒園中班回憶(3)	8936872	diary/8936872.html
2015-07-01 13:03:04	恩樂的幼兒園中班回憶(2)	8935491	diary/8935491.html
2015-06-24 13:00:00	恩樂的幼兒園中班回憶(1)	8935489	diary/8935489.html
2015-06-21 17:33:53	4Y9M的生活隨記	8931726	diary/8931726.html
2015-06-06 06:00:36	恩樂校外教學~林口亞太生態園區	8925112	diary/8925112.html
2015-05-30 18:32:00	和yuyun聚&爬福州山&恩樂安	8923185	diary/8923185.html
2015-05-17 07:11:42	2015母親節	8912559	diary/8912559.html
2015-05-02 06:23:00	4Y7-8M的生活隨記	8905996	diary/8905996.html
2015-04-04 12:06:00	東勢林場賞螢&木匠兄妹木工坊&朝陽公園	8895999	diary/8895999.html
2015-04-02 06:48:00	到六福村玩	8895215	diary/8895215.html
2015-03-31 07:09:00	才藝班的調整&和安安玩&和EVA一家相聚	8894931	diary/8894931.html
2015-03-28 06:58:00	學校園遊會	8894929	diary/8894929.html
2015-03-22 18:07:12	4Y6M的生活隨記	8890979	diary/8890979.html
2015-02-24 21:18:55	2015寒假最後一天&開學第一天	8881167	diary/8881167.html
2015-02-19 08:10:00	2015農曆年	8879930	diary/8879930.html
2015-02-17 08:07:00	巧虎電影&氣球人歷險記	8879929	diary/8879929.html
2015-02-15 17:49:25	程貿大學同學聚會~五股準園	8878321	diary/8878321.html
2015-02-14 15:40:11	基隆之旅	8873144	diary/8873144.html
2015-02-11 15:38:41	樂樂內斜手術日記	8873141	diary/8873141.html
2015-02-08 15:37:52	天冷待在家&麥當勞慶生體驗	8873138	diary/8873138.html
2015-02-05 15:37:27	程貿的41Y生日	8873137	diary/8873137.html
2015-02-04 15:37:05	樂樂的術前回診	8873136	diary/8873136.html
2015-02-03 15:22:40	小天使卡通及鳳梨酥陪伴我們弄頭髮	8873133	diary/8873133.html
2015-02-02 15:22:01	健檢及加班的媽媽,外婆來照顧恩樂	8873131	diary/8873131.html
2015-02-01 15:21:40	全家上教會&過年前的娘家聚餐	8873129	diary/8873129.html
2015-01-31 15:21:13	苗栗天空之城&採草莓	8873128	diary/8873128.html
2015-01-30 15:20:14	北美館兒藝中心~跟著保羅.克力的節奏	8873127	diary/8873127.html
2015-01-29 15:18:19	寒假day2~媽媽上班,恩樂和爸爸騎腳踏車	8873125	diary/8873125.html
2015-01-28 15:17:20	寒假day1~媽媽上班,恩樂回桃園	8873124	diary/8873124.html
2015-01-27 00:57:00	恩樂中班開始放寒假......	8871522	diary/8871522.html
2015-01-25 00:33:00	4Y4M的生活隨記	8871510	diary/8871510.html
2015-01-24 00:27:00	2015.1教會小組聚會	8871508	diary/8871508.html
2015-01-04 18:06:00	2015悠閒的元旦假期	8857530	diary/8857530.html
2014-12-31 07:57:00	2014~bye	8856860	diary/8856860.html
2014-12-30 07:56:00	期待的動物園	8856859	diary/8856859.html
2014-12-25 23:03:00	2014恩樂的聖誕禮物	8853586	diary/8853586.html
2014-12-24 23:02:44	兒童新樂園	8853585	diary/8853585.html
2014-12-24 23:01:04	幼兒園中班聖誕活動	8853583	diary/8853583.html
2014-12-20 06:42:00	2014兒童聖誕慶典	8852300	diary/8852300.html
2014-12-20 06:40:00	誠屋拉麵&台北花卉展	8852299	diary/8852299.html
2014-12-19 06:38:00	雲門律動1期中親子日	8852298	diary/8852298.html
2014-12-13 23:23:20	2014.12教會小組聚會	8849741	diary/8849741.html
2014-12-11 23:22:00	歡送Kevin&Lana	8849740	diary/8849740.html
2014-12-08 08:05:28	4Y3M生活雜記	8847466	diary/8847466.html
2014-12-08 23:05:00	北投泡溫泉&買聖誕樹	8849738	diary/8849738.html
2014-12-06 08:02:00	恩樂中班運動會	8847464	diary/8847464.html
2014-12-06 08:03:00	帶恩恩喝喜酒	8847465	diary/8847465.html
2014-11-30 08:00:00	歐洲學校聖誕園遊會&天文館完美行星童話屋活動	8847463	diary/8847463.html
2014-11-21 07:22:00	恩樂校外教學~babyboss	8839219	diary/8839219.html
2014-11-15 06:50:00	恩樂受洗	8839214	diary/8839214.html
2014-11-12 22:48:31	冰雪恩恩~	8835693	diary/8835693.html
2014-11-10 05:15:00	4Y2M生活雜記	8833079	diary/8833079.html
2014-10-19 22:00:00	樂農莊玩mini golf	8823086	diary/8823086.html
2014-10-18 16:47:06	需要突破的個性.習慣&專業老師的帶領	8822525	diary/8822525.html
2014-10-12 13:27:00	直排輪初體驗	8819725	diary/8819725.html
2014-10-11 06:16:16	完成很多作業的雙十節&恩恩艾莎	8816431	diary/8816431.html
2014-10-05 16:45:07	清香農場&大湖公園	8814291	diary/8814291.html
2014-10-04 07:58:00	4Y1M生活雜記	8813969	diary/8813969.html
2014-10-04 08:01:49	樂樂看眼科(1)	8813970	diary/8813970.html
2014-09-28 06:25:42	有這麼可憐嗎....	8811392	diary/8811392.html
2014-09-28 06:27:11	慶祝教師節的大學同學會~青境花墅	8811393	diary/8811393.html
2014-09-21 07:36:30	雲門親子律動最終回	8808648	diary/8808648.html
2014-09-21 21:36:03	4Y0M生活隨記	8808647	diary/8808647.html
2014-09-14 07:38:00	告別兒育中心~	8808649	diary/8808649.html
2014-09-06 08:02:17	二姊家&故事屋&媽媽生日&騎車&上公幼的一週	8797292	diary/8797292.html
2014-08-24 22:41:06	恩樂的4歲生日	8792242	diary/8792242.html
2014-08-22 22:38:00	BRICK WORKS樂高餐廳&告別第一個學校	8792240	diary/8792240.html
2014-08-19 18:30:08	新書包&看電影&畫兔子的恩	8790310	diary/8790310.html
2014-08-17 18:25:00	花蓮太魯閣3日遊	8790309	diary/8790309.html
2014-08-14 14:47:07	士林親子館&FUN大積木村&珍貴1小時	8788457	diary/8788457.html
2014-08-10 14:46:00	教會主日&八德埤塘	8788454	diary/8788454.html
2014-08-09 14:44:00	背包真好用&昆蟲館(變色龍)&告別三輪車&國家音樂廳	8788452	diary/8788452.html
2014-08-08 14:43:00	舊家&圖書館&愛吃冰的恩	8788449	diary/8788449.html
2014-08-07 01:13:00	大同親子館~動手玩創意	8784481	diary/8784481.html
2014-08-05 01:11:00	蘇荷兒童美術館	8784480	diary/8784480.html
2014-08-04 21:27:38	角板山輕鬆遊~復興青年活動中心	8783265	diary/8783265.html
2014-08-04 21:26:32	台灣博物館&父親節慶祝(1)	8783264	diary/8783264.html
2014-08-04 21:25:12	搭客運回桃園&中山親子館	8783263	diary/8783263.html
2014-07-29 22:38:00	樂樂的5連拍&和秀玲Victor聚會&恩樂放暑假	8781001	diary/8781001.html
2014-07-23 15:53:50	台灣昆蟲館(烏龜)&教會主日&讚美之泉	8777866	diary/8777866.html
2014-07-23 15:52:15	酷哥和high姊	8777863	diary/8777863.html
2014-07-17 14:10:08	大阪親子5日遊	8775387	diary/8775387.html
2014-07-09 09:12:36	美妙的年紀~	8760773	diary/8760773.html
2014-07-09 08:58:25	鶯歌陶瓷博物館(2)	8760753	diary/8760753.html
2014-07-01 22:19:40	MAX兒童拉丁&告別自在悠遊的通勤	8750080	diary/8750080.html
2014-06-29 22:47:06	蝴蝶寶寶歷險記&週末隨記	8749182	diary/8749182.html
2014-06-28 06:56:04	恩樂幼兒園畢業典禮上台表演	8747587	diary/8747587.html
2014-06-28 06:53:01	台灣昆蟲館&充滿恩典的一週	8747585	diary/8747585.html
2014-06-16 13:56:25	鶯歌陶瓷博物館(1)	8740092	diary/8740092.html
2014-06-16 13:54:22	3Y9M教養東想西想	8740091	diary/8740091.html
2014-06-08 06:28:22	路過的阿甘路跑&愛跳舞的恩	8736016	diary/8736016.html
2014-06-02 20:37:56	端午立蛋&和Kevin及Lana聚餐	8726451	diary/8726451.html
2014-06-02 15:35:14	樂童樂室內樂園&大食代美食街	8726450	diary/8726450.html
2014-06-02 06:10:19	大佳河濱看龍舟	8726313	diary/8726313.html
2014-06-02 06:03:11	3Y9M生活隨記	8726312	diary/8726312.html
2014-06-02 06:01:24	雲門端午家庭日	8726310	diary/8726310.html
2014-05-25 12:56:00	小人國~恩樂心中的夢想樂園	8718907	diary/8718907.html
2014-05-24 12:55:00	義美觀光工廠&3Y9M隨記	8718905	diary/8718905.html
2014-05-24 12:50:00	大同親子館之我要我們在一起	8718904	diary/8718904.html
2014-05-18 21:46:37	幼幼主日&兒藝中心	8715379	diary/8715379.html
2014-05-18 21:44:16	安弟,初次見面~	8715375	diary/8715375.html
2014-05-12 13:17:04	終於可以正常吃&母親節	8712802	diary/8712802.html
2014-05-06 07:09:00	腸病毒還是來了	8709287	diary/8709287.html
2014-04-26 23:03:05	大雨滂沱的平林農場賞螢	8706060	diary/8706060.html
2014-04-26 22:20:00	公主恩恩&共讀策略test	8706053	diary/8706053.html
2014-04-20 15:56:00	中壢羊世界&公園	8700342	diary/8700342.html
2014-04-20 15:54:00	週六上午分開玩2	8700340	diary/8700340.html
2014-04-14 13:39:43	3Y7M再訪八德埤塘生態公園&剪髮	8697203	diary/8697203.html
2014-04-14 13:38:47	週六上午分開玩~	8697202	diary/8697202.html
2014-04-14 13:37:36	當小小孩真好!	8697201	diary/8697201.html
2014-04-06 17:22:47	羅賓漢歷險記&大佳河濱玩沙	8691729	diary/8691729.html
2014-04-06 07:22:12	可以餵烏龜的八德埤塘生態公園	8691608	diary/8691608.html
2014-04-06 07:20:32	親子樂園~宜蘭蘭城晶英酒店	8691607	diary/8691607.html
2014-04-06 07:13:52	三歲半的恩樂	8691606	diary/8691606.html
2014-03-23 13:44:00	YAMAHA試上&溜滑梯陪伴的周末	8683715	diary/8683715.html
2014-03-17 05:59:23	台大杜鵑花節&幸福家庭義走	8679843	diary/8679843.html
2014-03-17 05:57:48	MOCA小玩藝教室& 3歲半雜記	8679842	diary/8679842.html
2014-03-09 17:21:44	北美館 ARTR 水塗鴉課	8669472	diary/8669472.html
2014-03-02 06:21:07	陽明山花季&228連假雜記	8659687	diary/8659687.html
2014-03-02 06:19:17	分開帶&結婚8週年	8659686	diary/8659686.html
2014-03-02 19:50:23	親子馬賽克拼貼	8660694	diary/8660694.html
2014-02-16 21:35:49	自己在主日幼幼班&5張貼紙的功用	8650234	diary/8650234.html
2014-02-16 07:43:05	雙胞胎大集合&小木偶奇遇記	8649908	diary/8649908.html
2014-02-16 07:41:56	牙齒檢查&安安的卡片	8649907	diary/8649907.html
2014-02-16 07:39:39	兒育中心&台北燈會	8649906	diary/8649906.html
2014-02-05 17:47:36	chiso的40歲生日	8643936	diary/8643936.html
2014-02-05 17:45:54	A型流感造訪的農曆年	8643935	diary/8643935.html
2014-02-05 17:44:21	到華山藝文中心看Rody	8643934	diary/8643934.html
2014-01-28 09:04:47	麗寶樂園.月眉福容.逢甲夜市.天馬牧場	8640165	diary/8640165.html
2014-01-26 06:40:07	廚師帽舞蹈	8639380	diary/8639380.html
2014-01-26 06:37:13	八煙溫泉.金包里老街.擎天崗	8639379	diary/8639379.html
2014-01-23 10:19:55	歲末身體檢查	8638401	diary/8638401.html
2014-01-23 09:54:14	舞蹈才藝課表演....	8638391	diary/8638391.html
2014-01-13 23:21:57	日月潭.桃米紙教堂.苗栗採草莓	8629286	diary/8629286.html
2014-01-10 22:47:13	3Y4M的愜意週末	8627361	diary/8627361.html
2014-01-03 06:15:43	2013最後一天&2014的第一天	8622292	diary/8622292.html
2013-12-27 20:35:25	3Y聖誕節	8619694	diary/8619694.html
2013-12-27 20:31:32	3Y聖誕節前的週末	8619692	diary/8619692.html
2013-12-13 06:37:52	有伴真好!	8602030	diary/8602030.html
2013-12-02 14:41:15	過去發燒咳嗽鼻水直流的一週	8589840	diary/8589840.html
2013-11-24 06:58:36	American Thanksgiving	8583556	diary/8583556.html
2013-11-24 06:57:05	闊別已久的Taipei zoo	8583555	diary/8583555.html
2013-11-24 06:55:38	3Y2M的匆匆一瞥	8583554	diary/8583554.html
2013-11-20 09:02:46	埔心牧場&爸爸生日	8581093	diary/8581093.html
2013-11-09 06:51:05	很會說話	8566718	diary/8566718.html
2013-10-30 21:21:20	試裝	8510155	diary/8510155.html
2013-10-30 21:18:39	剪髮&公園&桌遊......	8510140	diary/8510140.html
2013-10-22 22:40:39	紙風車昆蟲展&公園&幼幼班主日	8448416	diary/8448416.html
2013-10-12 08:11:29	台灣設計師週&大佳河濱玩沙	8394571	diary/8394571.html
2013-09-29 06:15:41	接連的感冒&兒育中心&義美工廠&隨記	8295627	diary/8295627.html
2013-09-19 07:54:25	電動親子腳踏車&公園&感動滿滿相片書	8194929	diary/8194929.html
2013-09-01 16:14:45	忙碌但恩典滿滿的一週	7804553	diary/7804553.html
2013-08-24 08:04:00	恩樂的3歲生日	7767852	diary/7767852.html
2013-08-21 07:39:44	逐漸適應幼兒園生活	7765415	diary/7765415.html
2013-08-09 15:20:09	放手....	7760419	diary/7760419.html
2013-08-06 12:58:52	宜蘭沁涼之旅	7759302	diary/7759302.html
2013-08-03 06:35:56	淚光閃閃的前兩天	7758345	diary/7758345.html
2013-08-01 06:19:45	迎接新生活	7757625	diary/7757625.html
2013-07-30 06:58:43	2Y11M週末隨記	7756512	diary/7756512.html
2013-07-26 15:38:35	幼兒園試讀Day3	7753912	diary/7753912.html
2013-07-25 14:39:01	幼兒園試讀Day2	7751449	diary/7751449.html
2013-07-24 14:34:18	幼兒園試讀Day1	7751120	diary/7751120.html
2013-07-23 14:54:07	恩樂安&中山親子館	7750779	diary/7750779.html
2013-07-22 04:08:27	整理......	7749616	diary/7749616.html
2013-07-16 12:43:00	搭飛機回台灣~	7749152	diary/7749152.html
2013-07-15 12:41:00	Denny's早餐&道別	7749150	diary/7749150.html
2013-07-14 12:39:00	教會主日&Congress Park	7749149	diary/7749149.html
2013-07-13 12:38:00	Lake George搭船&Big Apple circus	7749148	diary/7749148.html
2013-07-12 12:36:00	Crossgates Mall&和Miyake聚餐	7749147	diary/7749147.html
2013-07-11 12:34:00	二姊安安先回台&到yuyun家&行李廂&out back	7749146	diary/7749146.html
2013-07-10 23:46:11	2013.7.10美國	10276110	diary/10276110.html
2013-07-08 06:06:00	Adirondack Animal Land&UNO	7749084	diary/7749084.html
2013-07-08 23:21:38	2013.7.8美國	10276108	diary/10276108.html
2013-07-07 23:20:09	2013.7.7美國	10276107	diary/10276107.html
2013-07-06 23:00:03	2013.7.4-6美國	10276106	diary/10276106.html
2013-07-03 22:56:55	2013.7.3美國	10276105	diary/10276105.html
2013-07-02 22:52:13	2013.7.2美國	10276104	diary/10276104.html
2013-07-01 22:46:46	2013.7.1美國	10276103	diary/10276103.html
2013-06-30 20:15:00	參加美國教會主日	7739920	diary/7739920.html
2013-06-29 20:09:00	Rodeo~Pond Hill Ranch&住Travis家	7739914	diary/7739914.html
2013-06-28 22:27:39	2013.6.28美國	10276102	diary/10276102.html
2013-06-27 22:24:51	2013.6.27美國	10276101	diary/10276101.html
2013-06-26 22:22:27	2013.6.26美國	10276100	diary/10276100.html
2013-06-25 22:19:10	2013.6.25美國	10276099	diary/10276099.html
2013-06-24 09:47:04	2013.6.24美國	10275982	diary/10275982.html
2013-06-23 03:09:00	NYC旅遊day2	7736376	diary/7736376.html
2013-06-22 03:07:00	NYC旅遊day1	7736375	diary/7736375.html
2013-06-21 04:21:13	2013.6.21美國	10275962	diary/10275962.html
2013-06-20 04:15:09	2013.6.20美國	10275961	diary/10275961.html
2013-06-19 02:19:23	2013.6.19美國	10275953	diary/10275953.html
2013-06-18 02:17:36	2013.6.18美國	10275951	diary/10275951.html
2013-06-17 19:22:57	Olive garden	7732417	diary/7732417.html
2013-06-17 19:13:14	Kids’ Creekside Village playground	7732415	diary/7732415.html
2013-06-17 01:52:31	2013.6.17美國	10275950	diary/10275950.html
2013-06-16 01:43:29	2013.6.16美國	10275949	diary/10275949.html
2013-06-15 01:30:40	2013.6.15火車之旅	10275947	diary/10275947.html
2013-06-14 01:26:16	2013.6.14美國	10275946	diary/10275946.html
2013-06-13 01:24:21	2013.6.13美國	10275945	diary/10275945.html
2013-06-12 01:21:01	2013.6.12美國	10275944	diary/10275944.html
2013-06-11 01:17:34	2013.6.11美國	10275942	diary/10275942.html
2013-06-10 22:03:26	Grafton Lakes State Park	7729540	diary/7729540.html
2013-06-10 01:15:06	2013.6.10美國	10275940	diary/10275940.html
2013-06-09 22:00:27	教會台灣人聚會	7729538	diary/7729538.html
2013-06-08 23:48:57	2013.6.8美國	10275936	diary/10275936.html
2013-06-07 21:42:26	golden corral & 玩具反斗城	7729533	diary/7729533.html
2013-06-06 23:39:45	2013.6.6美國	10275934	diary/10275934.html
2013-06-05 23:35:58	2013.6.5美國	10275933	diary/10275933.html
2013-06-04 09:09:32	2013.6.4美國	10275878	diary/10275878.html
2013-06-03 09:07:48	2013.6.3美國	10275877	diary/10275877.html
2013-06-02 21:34:34	消防車都來的大雷雨	7729531	diary/7729531.html
2013-06-01 21:29:27	越南菜&Family Night	7729527	diary/7729527.html
2013-05-31 08:31:32	2013.5.31美國	10275873	diary/10275873.html
